,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 16",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:14.1,10982,10,8,4.188031275,1331,0.837196033,1.711060237,1326.811969,[[1;0;0][6.12303176911189E-17;4.2584069545556;0][6.12282908386195E-17;2.16096933363426E-18;4.33753379240687][...]],0.286285262,5,1433217869,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 9",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:48.7,6542,3,3,0.469821955,1331,0.66979516,1.339926182,1330.530178,[[1;0;0][6.12268931373424E-17;3.70587873934119E-18;5.72264792622604][3.74915180455534E-33;6.49860508433677E-17;1.06133780280538][...]],0.191502715,16,1097197864,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:25.9,9026,10,9,1.044516864,1331,0.418741528,0.63634483,1329.955483,[[1;0;0][6.1230317691044E-17;1.95131009303553E-22;2.03787560604641][3.74915180455534E-33;6.1881006942465E-17;1.01062691287392][...]],0.404824412,5,510014961,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 6",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:56.0,5983,10,10,1.78E-06,1331,0.776181539,1.668753488,1330.999998,[[6.1230306488098E-17;1.80838581743921E-19;4.88230926183894][1;0;0][6.12303176911189E-17;3.76848179538232;0][...]],0.841874051,5,221463891,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 6",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:25.5,7015,10,10,2.028603621,1331,0.527354148,0.947094549,1328.971396,[[1;0;0][6.12303176911189E-17;3.31786548527222;0][6.12303176815913E-17;1.92792481903301E-21;1.78485092199291][...]],0.319422698,5,2048171502,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 10",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:46.6,6542,3,3,3.10E-08,1331,0.352989659,0.607610953,1331,[[1;0;0][6.12303176911189E-17;0;1.84251640166068][6.12300117971156E-17;3.29767994922019;0.0104238308148342][...]],0.121244178,16,120734596,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:50.4,6542,3,3,0.691003805,1331,0.400771778,0.869415589,1330.308996,[[1;0;0][6.12303176911189E-17;2.72389174234402;5.91824920651067E-57][6.11698188404847E-17;1.16199153758707E-17;4.2701039959122][...]],0.237330346,16,269661878,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 17",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:18.8,10982,10,8,1.521969535,1331,0.677318199,1.088323796,1329.47803,[[1;0;0][6.12303176911188E-17;4.08469370413116;2.06875717327019E-07][6.10543480591189E-17;5.99363121354524E-18;1.29206735573232][...]],0.735777894,5,2069887486,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 7",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:56.1,5983,10,10,4.01E-05,1331,0.680839608,1.213705373,1330.99996,[[1;0;0][6.12303176911189E-17;4.31956540531396;0][6.1230317691112E-17;4.9174822065296E-23;1.69798000685638][...]],0.535966294,5,256089954,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 7",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:30.7,7015,10,10,1.022555521,1331,0.478513126,0.838691097,1329.977444,[[1;0;0][3.74915180455534E-33;6.17330106212369E-17;1.00820986970301][6.12303176911189E-17;0;1.00820986970301][...]],0.33758177,5,1161917755,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:27.6,9026,10,9,1.096732896,1331,0.677478012,1.021689122,1329.903267,[[1;0;0][6.03831305366442E-17;1.12156790312855E-17;1.10495626799916][3.74915180455534E-33;6.17568897640027E-17;1.00859985857889][...]],1.243535799,5,3993862,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:47.5,6542,3,3,0.396156633,1331,0.301752744,0.533626832,1330.603843,[[1;0;0][3.74915180455534E-33;6.59772722128577E-17;1.07752621088274][6.12303176911189E-17;0;2.15827486130361][...]],0.143724377,16,1639882587,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 8",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:55.1,5983,10,10,2.57E-10,1331,0.863177527,1.692969227,1331,[[1;0;0][6.12283689301524E-17;2.29077740882803E-18;4.68930851943347][6.12303176911189E-17;0;1.01862019643054][...]],0.346240657,5,760346451,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:50.2,6542,3,3,0.669728315,1331,0.675660494,1.753080205,1330.330272,[[1;0;0][3.74915180455534E-33;6.40548733293804E-17;1.0461300176901][6.12282415592217E-17;3.71482452465301;0.0305920485853216][...]],0.228636731,16,1763990075,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 8",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:31.1,7015,10,10,6.68E-09,1331,0.43064207,1.057568249,1331,[[1;0;0][6.12290546267812E-17;9.16849014097296E-19;2.33125119204391][3.74915180455534E-33;6.15730992204821E-17;1.00559823208974][...]],0.189166403,5,2117775277,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 18",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:19.4,10982,10,8,1.373694283,1331,0.750518233,0.959945536,1329.626306,[[1;0;0][6.1226783220246E-17;2.6120846718171;0.0280672587409579][3.74915180455534E-33;6.2071688961443E-17;1.01374108941535][...]],0.273789388,5,42205652,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:27.3,9026,10,9,5.845518231,1331,1.059023486,2.369779741,1325.154482,[[1;0;0][6.1230288519821E-17;1.48794043641882E-19;2.48948473769883][6.12303176911158E-17;6.58967298946398;2.0813439426486E-06][...]],0.206859257,5,1643997568,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 14",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:48.7,6542,3,3,0.62993447,1331,0.461872585,1.122725018,1330.370066,[[1;0;0][6.12303176910449E-17;4.4884653782518E-22;4.71634836118085][6.12238776071285E-17;3.47701447490448;0.0504334022297721][...]],0.26234669,16,65857886,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 9",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:52.5,5983,10,10,0.001994215,1331,0.596535274,1.2082498,1330.998006,[[1;0;0][6.12302135913829E-17;4.93910328983587;0.00910762661708329][6.12303176911168E-17;3.36051579700148E-23;2.11051990648961][...]],0.444346871,5,448087433,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 9",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:29.1,7015,10,10,0.016138238,1331,0.586687249,1.248392429,1330.983862,[[1;0;0][6.12302431561932E-17;1.7700260924522;0.00276179677298235][6.12303176911189E-17;0;1.00738472278763][...]],0.271990552,5,1158163053,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 15",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:48.0,6542,3,3,0.445662897,1331,0.537486358,1.175914976,1330.554337,[[1;0;0][6.12303176911189E-17;1.87037056873026E-41;4.68296967453856][3.74915180455534E-33;6.51969765879154E-17;1.06478259539346][...]],0.327651646,16,606178857,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:23.4,9026,10,9,1.463727039,1331,0.735908352,1.366847475,1329.536273,[[1;0;0][6.12303176911189E-17;1.76907962404253;0][6.1230316067091E-17;2.7142816199116E-20;1.92468614152454][...]],0.401397568,5,24289756,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 19",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:16.1,10982,10,8,1.335737835,1331,0.543510144,0.985395928,1329.664262,[[1;0;0][6.1145631095859E-17;4.97553933113718E-18;1.54555616305225][3.74915180455534E-33;6.19564828136413E-17;1.01185956810131][...]],0.359107141,5,188385535,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 16",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:47.1,6542,3,3,1.378068678,1331,0.571677282,1.313574208,1329.621931,[[1;0;0][6.12303176911189E-17;6.18573646919063;0][6.12303176911182E-17;3.62222750399542E-23;4.08033686373978][...]],0.404491613,16,1155740131,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 10",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:53.1,5983,10,10,6.92E-05,1331,0.673997477,1.74246291,1330.999931,[[1;0;0][6.12303176911189E-17;3.14827240048915;0][6.12303176911189E-17;0;1.01284808372762][3.74915180455534E-33;6.20170099394834E-17;1.01284808372762][...]],0.296300996,5,2050155048,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 10",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:27.0,7015,10,10,0.007932124,1331,0.586680838,1.134034286,1330.992068,[[6.12303176911061E-17;1.83425403748711E-22;4.6315649139508][1;0;0][6.12303176911189E-17;0;1.00779066785636][...]],0.28138632,5,880409125,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 17",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:49.0,6542,3,3,0.110452233,1331,0.32553415,0.660991874,1330.889548,[[1;0;0][6.12303176907294E-17;3.76118875224849;1.34152908346755E-05][3.74915180455534E-33;6.59996321069793E-17;1.07789138772592][...]],0.155643031,16,553149077,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:22.2,9026,10,9,3.791177103,1331,0.745240445,1.566310481,1327.208823,[[1;0;0][6.06503691141244E-17;6.3602581989084;0.88166477160614][3.74915180455534E-33;6.17742781287868E-17;1.00888384150499][...]],0.462471162,5,1339106085,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 20",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:17.3,10982,10,8,1.257649485,1331,0.573944552,0.924466174,1329.742351,[[1;0;0][5.02059208224281E-17;5.53010394426125E-17;1.57776621707916][3.74915180455534E-33;6.17890874032303E-17;1.00912570329833][...]],0.477744787,5,1626869534,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 11",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:55.4,5983,10,10,2.42E-05,1331,0.866171157,1.590023041,1330.999976,[[1;0;0][6.12303176911189E-17;5.51658068133504;5.60387270487153E-60][6.12303176911189E-17;0;1.02466016408099][...]],0.621814569,5,1057487183,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 18",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:48.6,6542,3,3,0.657704939,1331,0.398791843,0.883618241,1330.342295,[[1;0;0][3.74915180455534E-33;6.62781063389582E-17;1.08243936726416][6.12303176911188E-17;1.0098548411271E-23;4.79478254433267][...]],0.167119796,16,632783059,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 1",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:45.5,6385,3,3,0.5234169,1331,0.497271097,1.027523667,1330.476583,[[1;0;0][3.74915180455534E-33;6.57806521321185E-17;1.07431505523055][6.12303171791237E-17;2.33560533339497E-20;2.94963489958037][...]],0.222067743,16,2128911097,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 11",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:30.8,7015,10,10,3.72E-07,1331,0.698471455,1.333283377,1331,[[1;0;0][6.12303176911189E-17;3.99099266029949;1.13981729392198E-42][6.10893797047016E-17;3.50475288022909E-17;8.44102470000826][...]],0.73298893,5,274912822,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:49.8,6542,3,3,0.737954377,1331,0.542413921,1.138451583,1330.262046,[[1;0;0][6.12303176911189E-17;0;1.96300846777014][3.74915180455534E-33;6.536235891784E-17;1.06748358301137][...]],0.5388874,16,958118207,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:28.4,9026,10,9,7.77E-06,1331,0.624356627,0.947610276,1330.999992,[[6.12303176911188E-17;4.19583867443876;2.37165018088915E-07][1;0;0][6.12303176911189E-17;0;1.00909806254723][...]],0.399937908,5,1245195467,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 2",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:45.7,6385,3,3,0.591883309,1331,0.359296173,0.879420128,1330.408117,[[1;0;0][6.12303176911189E-17;1.769422273959;0][6.12303031340407E-17;1.4973658769041E-19;3.54643983846871][...]],0.156557468,16,1308763819,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 12",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:54.6,5983,10,10,3.81E-06,1331,0.646972702,1.41843232,1330.999996,[[6.12302936864539E-17;4.23495141179396;0.00374997286928103][1;0;0][3.74915180455534E-33;6.21166443015565E-17;1.01447529008275][...]],0.211350184,5,649016111,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,05:49.7,6542,3,3,0.101279423,1331,0.42520895,1.007132794,1330.898721,[[1;0;0][3.74915180455534E-33;6.62754493638035E-17;1.08239597413385][6.12303176911189E-17;0;2.15163386690403][...]],0.129960852,16,1142876147,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 12",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:31.4,7015,10,10,0.188643367,1331,0.588661604,0.738490439,1330.811357,[[1;0;0][6.08770276947065E-17;1.55986703060957E-17;2.37493109553639][6.12303176911189E-17;1.2786129769856;0][...]],0.182451697,5,1357615700,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 3",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:44.7,6385,3,3,1.18E-05,1331,0.599140649,1.375883326,1330.999988,[[1;0;0][6.12302496653064E-17;5.45115089418081E-19;5.97245933733555][3.74915180455534E-33;6.44697754926384E-17;1.05290610801435][...]],0.264991551,16,857263781,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 1",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,05:40.0,6258,3,3,0.000374389,1331,0.461593682,1.202768029,1330.999626,[[6.12303176909844E-17;4.26844595374555;8.94679699789121E-06][6.12303176911189E-17;1.41025376649985E-111;5.37541138251365][...]],0.289943622,16,2040202610,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 12",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:26.1,9026,10,9,0.000654774,1331,0.563652205,0.85308747,1330.999345,[[1;0;0][6.11970730263383E-17;3.26679155274889E-18;1.61927700310347][6.12303176911189E-17;0;1.0076536102756][...]],0.157285683,5,385214432,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 13",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:54.3,5983,10,10,7.29E-06,1331,0.75766653,1.730785859,1330.999993,[[6.1230317667872E-17;8.70704045032266E-21;5.16048071188592][1;0;0][3.74915180455534E-33;6.21321680655775E-17;1.01472882076177][...]],0.472655051,5,344346568,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 4",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:44.7,6385,3,3,0.510543527,1331,0.592839272,2.147944085,1330.489456,[[1;0;0][3.74915180455534E-33;6.53343151085236E-17;1.06702557772291][6.12303176911189E-17;0;2.74207295842708][...]],0.235936198,16,1927080386,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 2",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,05:41.1,6258,3,3,0.289603013,1331,0.806668885,1.809526331,1330.710397,[[1;0;0][6.12303176911189E-17;2.91389691125311;0][6.12179372743034E-17;6.16378192554171E-18;5.00614392890843][...]],0.783285311,16,1782271758,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 13",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:28.9,7015,10,10,1.325786756,1331,0.933287979,1.728764413,1329.674213,[[1;0;0][6.12303176838111E-17;1.61223871776555E-21;1.70427514991092][6.12303176911189E-17;1.31457916799653;0][...]],0.632231097,5,301115470,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 5",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:46.3,6385,3,3,0.033537441,1331,0.626483513,1.304560893,1330.966463,[[1;0;0][6.12303176911189E-17;0;9.90260589377095][6.12303176787604E-17;2.854346170915;5.73483822601273E-05][...]],0.706520239,16,1160918037,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 3",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,05:44.2,6258,3,3,0.02072713,1331,0.486909922,1.087677078,1330.979273,[[6.12303176911189E-17;1.52559408736262;0][3.74915180455534E-33;6.75047660723727E-17;1.1024729026053][...]],0.317489359,16,396478394,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 14",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:56.8,5983,10,10,9.57E-06,1331,1.260518808,2.207380504,1330.99999,[[1;0;0][6.12303176907761E-17;3.87153703294783E-22;1.88962893578907][6.12100398606438E-17;9.01428430737957;0.232050029358632][...]],0.283686917,5,611715815,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 13",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:27.1,9026,10,9,1.929240482,1331,0.70476841,1.269838427,1329.07076,[[1;0;0][6.11745379335499E-17;4.71936327543513E-18;1.80611655941241][6.12303176911189E-17;5.51441448648487;0][...]],0.328795278,5,1885264604,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 6",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:47.3,6385,3,3,0.832623011,1331,0.539041908,1.481954353,1330.167377,[[1;0;0][6.12303176807177E-17;4.16191722476354E-21;3.68768759135055][6.12303147997981E-17;5.13962606012092;0.00157947012243879][...]],0.214002337,16,1568161485,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 4",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,05:41.8,6258,3,3,0.00099547,1331,0.599207891,1.610524227,1330.999005,[[6.12303176911189E-17;5.5002301630227;0][6.12303176911018E-17;2.37774091155732E-22;5.20809963895432][...]],0.217416725,16,717144052,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 14",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:32.1,7015,10,10,9.17E-07,1331,0.67421584,1.581141868,1330.999999,[[6.0393644514421E-17;2.81662560432392;0.470462900004732][1;0;0][6.12303165875512E-17;5.00633845293079E-20;4.30648038865123][...]],0.177438937,5,522890190,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 7",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:44.6,6385,3,3,0.452833291,1331,0.500482905,1.087543251,1330.547167,[[1;0;0][3.74915180455534E-33;6.45909221548859E-17;1.05488464849586][6.12303176911145E-17;7.78398965175747E-23;3.34631732182626][...]],1.035650326,16,2002178659,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 15",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,09:52.2,5983,10,10,1.58E-10,1331,0.701798488,1.630177719,1331,[[1;0;0][6.12303176911189E-17;3.59104224888539;0][6.12280937420924E-17;2.55901619257387E-18;4.90361436760499][...]],0.240983452,5,938517058,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 5",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,05:41.2,6258,3,3,9.91E-08,1331,0.57741506,0.950409019,1331,[[1;0;0][6.12290402468293E-17;2.33330224015426E-18;5.89934811627543][6.12303176911189E-17;3.02099920017286;0][...]],0.48391775,16,2051319751,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 14",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,11:26.3,9026,10,9,1.25207951,1331,0.751748577,1.565756358,1329.74792,[[6.12303176911189E-17;4.2207430914458;4.88716708647853E-08][1;0;0][6.12303176904812E-17;3.82144362516548E-22;1.36754954728959][...]],0.169210792,5,1244832334,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 8",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,05:45.8,6385,3,3,0.44465182,1331,0.620863091,1.53087873,1330.555348,[[1;0;0][3.74915180455534E-33;6.43515717560946E-17;1.05097563074425][6.11160292196172E-17;4.17050399596046;0.25517030178964][...]],0.338805152,16,1488538413,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 15",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,10:29.5,7015,10,10,0.278836964,1331,0.425400341,0.639463649,1330.721163,[[1;0;0][6.12302521593552E-17;2.18117476183831E-19;2.43481740577085][6.12303176911189E-17;1.11500147514077;0][...]],0.199889126,5,2145500101,10
